sentence,label
"This further enhances coordination arrangements among the concerned agencies, particularly with regard to more effective supervision of financial conglomerates, information exchange, and consumer protection.",positive
"Aside from developing a more conducive regulatory environment, we are helping develop appropriate market infrastructure.",positive
"In this regard, we are strongly supporting the private sector initiative, led by the BAP, to establish the fixed income exchange and its related infrastructure to ensure efficient and safe clearing and settlement of securities transactions.",positive
Those who have other ideas like perpetuating a poorly regulated OTC market should stop getting in the way of progress.,negative
"Finally, our reform initiatives are benefiting from the support of Congress, which has decisively acted on certain vital pieces of legislation including the elimination of DST on secondary trading, the SPV Law and the Asset Securitization Law.",positive
All of these measures will help spur the domestic capital market.,positive
And we will continue work for other similar pending legislation.,positive
"Although much progress has already been made, the work is still far from over.",neutral
"The BSP will continue to push for more reforms in the financial system, specifically: (1) a special legislation to support a strong credit reporting system; (2) the enactment of a more balanced bankruptcy resolution framework; and (3) the enactment of the proposed changes to the BSP charter to strengthen our ability to clean up the banking system and properly enforce prudential standards.",positive
We particularly attach great importance to the amendment of the BSP charter.,positive
"Unless we are able to properly police the banking system with sufficient powers, we will be constantly plagued by a vulnerable banking system.",negative
A vulnerable banking system will not be responsive to our financing needs.,negative
"And because banks play important roles in support of the capital market whether as investors, underwriters, managers, market makers, issuers and guarantors, a weak banking system will also hamper the development of the domestic capital market.",negative
Conclusion The financial sector reform agenda is a truly major task.,neutral
We need to move boldly across a broad front.,positive
The BSP cannot do the job alone.,neutral
"We need to work together, the public and the private sector, to build a truly progressive financial system.",positive
"Today, however, our resolve to achieve genuine capital market reform is being put to a test as the reforms begin to bite into long-established practices and relationships.",negative
"We have no illusion that change will come about easily but change we must if we truly want to build robust, deep, and efficient financial markets that serve the broader public interest.",positive
"Yes, we have something now that passes for a money and capital market.",negative
One that has slowly evolved around the imperfections of our institutions and distortions of our tax regime.,negative
It seems to be working well enough but it is grotesque.,negative
Is this all that we are aiming for?,negative
"To get by, survive, and achieve limited aspirations?",negative
"My friends, it is the fourth quarter, last 5 minutes of a championship game; the last 6 holes of the tournament.",negative
And we are falling deeply behind.,negative
It is time to make our move.,positive
"It is time to rise to the challenge, pay the price, and claim our victory.",positive
Thank you and good day!,neutral
"(Note: 2004 Annual Convention, Money Market Association of the Philippines (MART), 13 November 2004, Island of Boracay, Malay, Aklan)",neutral
"Good morning, everyone.",neutral
"Transparency is a hallmark of good monetary policy, and for this reason the BSP continually strives to bring across its policy message to the public and its reading of the outlook for inflation.",positive
"This is the main reason why we publish a quarterly inflation report, and we would like to thank everyone here for joining us at this morning's presentation.",positive
Conducting monetary policy in the present economic environment is a considerable challenge for the BSP.,neutral
The continued rise in inflation during the last few months has led to public concern over its likely effects on both the public's purchasing power and economic activity.,negative
"In our previous public statements on monetary policy, we have been careful to emphasize that the inflation uptrend over the past year has been driven mainly by supply-side factors arising in large part from a series of shocks coming from the sharp increases in oil prices, food and other key non-food commodities particularly fuel and transport.",neutral
"This view has led to the BSP's prevailing policy stance of accommodating the supply shocks which are one, transitory in nature and two, if addressed by monetary action, could have adverse impact on growth and in turn inflation itself.",neutral
The inflation report we will be presenting today outlines the reasons why we have kept our policy interest rates unchanged so far despite perceptions of a need to tighten monetary policy.,neutral
"We believe that supply-side developments continue to play a dominant role in the inflation outlook, and we find as yet no preponderant evidence of demand-driven inflationary pressures or second-order inflationary effects from the ongoing supply shocks.",neutral
"The expected path of future inflation continues to be hump-shaped, as supply factors push headline inflation above the 4-5 percent target in 2004 and 2005 before quickly tapering off and reverting to the 4-5 percent range by 2006.",neutral
"We find no compelling reason, therefore, to modify the settings for monetary policy at this time.",neutral
"In closing, let me emphasize that the BSP remains strongly committed to good monetary policymaking.",positive
We try to ensure our accountability by formally submitting ourselves to public judgment on the basis of how we go about achieving our inflation targets.,positive
"We also make sure that the stance of monetary policy is properly communicated to our constituency, the Filipino public, through such documents as the inflation report and regular press statements.",positive
We welcome your comments on the contents of the report and hope that you will continue to actively participate in the public dialogue on the monetary policy process.,positive
T hank you and good morning.,neutral
"(Note: BSP Inflation Report Press Briefing, October 29, 2004, Bangko Sentral ng Pilipinas)",neutral
"Ladies and gentlemen, good morning: Once again, I welcome you to this gathering of exporters and policymakers, which we have been doing since 2002 to discuss issues and concerns of common interest.",neutral
I am glad to see familiar faces around.,neutral
I also extend a special welcome to the new attendees for finding the time to join us today.,neutral
Let me also congratulate you for working hard to keep exports performance one of the few bright spots in our macroeconomy.,positive
I hope that we can go beyond the 13.7 percent growth we had in August for the rest of the year.,positive
"I am sure that this is possible given that the outsourcing of manufacturing of electronics and motor vehicle parts from other regions continues to benefit the Asia Pacific Region, including the Philippines.",positive
"Garments, which posted a double-digit growth in August, the first time since March of 2003, hopefully, will continue to pick up ahead of the holiday season.",positive
"Meanwhile, the improving world price of agro-based products bodes well particularly for the coconut oil industry.",positive
These are signs of good times ahead.,positive
"Overall, we expect a full year growth of 10 percent in 2004 and 2005.",positive
Mr. Guinigundo will discuss the details later and we will take this opportunity to validate with you our forecasts.,neutral
"Being with the industry, your expertise in reading where the market is leading to is a major input to our projections.",neutral
"While export growth for next year looks promising, we all believe that there is more to be done to catch up with our Asian neighbors who are making major inroads into the world market.",negative
"We have been discussing the problems besetting the export sector -- high power cost, poor infrastructure, security concerns, labor unrest-- and I know the growing impatience in some of you on the seemingly slow progress in addressing them.",negative
"However, you must also recognize that the government has been doing its best given its limited resources.",neutral
"This is the reason why we invited officials from other departments -- Department of Energy, Department of Labor, Department of Finance, Department of Trade and Industry, the Board of Investments, the Philippine Economic Zone Authority and the Philippine National Police, among others -- to hear your concerns as well as share with you the various reforms currently being undertaken to promote a more favorable business and investment climate.",positive
Let me end by saying that overcoming the challenges we face can be made easier if we maintain an open line between private enterprises and the government sector and recognize the important role each one has to play.,positive
This is the reason why the BSP is taking the initiative of bringing us together regularly in this Exporters' Forum.,neutral
Previous discussions had been quite fruitful and in fact yielded positive results for some.,positive
I hope this forum will be productive and will serve to open more avenues for mutual linkages within the export industry.,positive
Thank you very much and I look forward to hearing your views.,neutral
"(Note: Exporters' Forum, October 25, 2004, Bangko Sentral ng Pilipinas)",neutral
"Ladies and gentlemen, good morning.",neutral
"Introduction We are indebted to the Asset Magazine, headed by its dynamic editor-in-chief, Mr.. Danny Yu, for organizing this forum on Philippine capital markets.",neutral
This is an issue that should be high in our agenda for reform.,neutral
Clearly it is critical for the government to immediately deal with a looming fiscal crisis but that should not distract us from the equally important task of accelerating the development of the domestic capital market.,neutral
"Indeed, these two reforms are closely linked.",neutral
Fiscal stability is an important precondition to financial system stability.,neutral
A well developed capital market enhances flexibility in fiscal management.,neutral
"BSP agenda The BSP, as the monetary authority and supervisor of the banking system, is firmly committed to the prioritization of domestic capital market development.",positive
"First, well-functioning financial markets support the more effective conduct of monetary policy that is key to achievement of price stability.",positive
"Second, a robust domestic capital market complements the banking system in financial intermediation and can even relieve pressure especially during times of crises by providing alternative means of financing to the economy.",positive
"Third, the banking system has greater flexibility in managing and re-distributing its risks via the capital market particularly through securitization and hedging.",positive
An even more basic reason is the need to improve on the current low domestic saving rate.,negative
"According to comparative data from ADB as of 2003, the gross domestic saving rate in the Philippines was only 20.1% of GDP compared with Hong Kong (31.6%), Thailand (33.1%), Malaysia (42.9%) and Singapore (46.7%).",negative
Even Indonesia is slightly higher at 21.5%.,negative
A low domestic saving rate is a basic constraint to achieving higher levels of investment needed to support a faster pace of economic growth.,negative
"To promote savings, the Philippine financial market needs to offer a broader array of financial instruments beyond bank deposits and equity.",positive
We are particularly keen on seeing the faster development of the domestic debt market.,positive
"As of 2003, total outstanding domestic bonds accounted for just around 40 percent of GDP, compared with 85 percent for bank assets and 69 percent for equity.",neutral
Most of these bonds are in the form of government securities.,neutral
"In developed countries, where capital markets are deep, the bond market size ranged from 88 percent of GDP in Euroland and 151 percent in the united states.",neutral
Our initiatives The BSP's most fundamental contribution to the development of financial markets is fully consistent with its primary mission --- price stability.,positive
A low and stable inflation environment is a major factor that supports a healthy financial system that is less vulnerable to crises.,positive
"Under our inflation targeting framework adopted since 2002, headline inflation is being kept within the 4-5 percent range.",positive
"This range may be temporarily breached due to intense supply side pressures such as what we are seeing today due to abnormal oil markets, but we expect inflation to eventually revert to within the target range.",positive
"However, we realize that achieving price stability is not enough if we are to help fast track capital market development.",neutral
More direct action is necessary.,positive
"In this regard, our initiatives include advocacy of better corporate governance and transparency, widening of investor base, and promotion of sound market infrastructure.",positive
We are championing better corporate governance and financial transparency so that investors will have more confidence in placing their funds and have more reliable financial information to guide their judgments.,positive
"Although our natural starting point has been the banking system, the impact goes well beyond that as banks themselves enforce better standards of governance in their corporate clients that prepare them for the capital market.",positive
"In the same vein, we are demanding higher standards of conduct from external auditors so that reliable financial statements can be properly enforced.",positive
We are complementing the governance initiative by developing a program to promote improved financial literacy so that investors can impose proper market discipline.,positive
You will also note that we have been enforcing more stringently mark-to-market regulations and looking at their further strengthening.,positive
Our aim is not just to improve financial transparency but also to promote more active secondary market trading.,positive
"In a further move to improve financial transparency, we are also gearing towards aligning local financial accounting standards with the International Accounting Standards (IAS ) .",positive
"We are optimistic that adopting the standards will help promote fairness, accuracy and transparency in the financial statements of banks and other supervised institutions.",positive
"This would help in strengthening market discipline, encouraging sound risk management practices, and stimulating the domestic capital market.",positive
Other related initiatives aimed at improving transparency in the financial markets include the nurturing of domestic credit rating agencies and the establishment of a unified credit bureau.,positive
We expect to have the latter to be up and running by mid-2005.,positive
A major project being implemented currently is the institutionalization of a system of independent securities custodians.,positive
This is primarily aimed at protecting investors from fraudulent acts of multiple securities sales and to discourage undocumented transactions.,positive
"More positively, the custodian system will support the eventual growth of securities borrowing and lending that will help promote market liquidity.",positive
We have systematically tightened prudential and risk management standards.,positive
This will definitely strengthen the banking system.,positive
"In the process, risk-based capital requirements based on the Basle framework have stimulated the issuance of tier 2 subordinated debt as part of the recapitalization process.",positive
"Down the road, as the stock market recovers, banks should be issuing more equity to bolster tier 1 capital.",positive
We intend to bring the banking system in compliance with Basle 2 by 2007.,positive
"In preparation, we are now requiring universal and commercial banks to formally set up a minimum internal credit risk rating system for the underwriting and ongoing administration of corporate credit exposures.",positive
This is embodied in Circular No.,neutral
"439 which also requires that in rating corporate clients, banks use only financial statements audited by sec-accredited external auditors.",positive
"Moreover, in quick succession, we have issued tougher standards on the management of large exposures, on single borrower limits, and on DOSRI lending.",positive
These will likely spur corporate borrowers to diversify their funding sources beyond the usual friendly banks and in the direction of the capital market.,positive
But not all regulatory initiatives have been towards tightening.,neutral
We have also introduced changes to remove obstacles to capital market development and create opportunities for banks with respect to capital market related business.,positive
These include selective lowering of reserve requirements for repo transactions that meet certain standards as well as for other financial products.,positive
"Over the medium-term, we hope to effect a phased generalized lowering of reserve requirements to be more competitive with low reserve requirement regimes found in most other countries.",positive
"We have likewise allowed the introduction of new and innovative financial instruments in the domestic market, including complex structured products under appropriate regulatory arrangements.",positive
"Recently, we have launched an initiative to reform the common trust fund (CTF) and replace it with a better product called the unit investment trust fund (UITF) .",positive
It will be better in the sense that its assets will be marked-to-market daily so that investors will not be misled as to the real performance of their investments.,positive
These should avoid any residual risks to the bank as asset manager.,positive
"As an investment product, UITF s will be more competitive as it will no longer be subject to reserve requirements as these are no longer effectively considered as deposit substitutes.",positive
We expect UITFs to eventually evolve into major institutional investors in the capital market competing against mutual funds and other collective investment schemes.,positive
We are also intensifying our coordination efforts with other financial regulators so that we can achieve a more level regulatory playing field.,positive
"In July 2004, a Memorandum of Agreement was signed by the BSP, the Securities and Exchange Commission (SEC), the Insurance Commission (IC) and the Philippine Deposit Insurance Corporation (PDIC) to formally establish a Financial Sector Forum (FSF).",positive
"This further enhances coordination arrangements among the concerned agencies, particularly with regard to more effective supervision of financial conglomerates, to information exchange, and to consumer protection.",positive
"Aside from developing a more conducive regulatory environment, we are helping develop appropriate market infrastructure.",positive
"In this regard, we are strongly supporting the private sector initiative, led by the BAP, to establish the fixed income exchange and its related infrastructure to ensure efficient and safe clearing and settlement of securities transactions.",positive
"Finally, our reform initiatives are benefiting from the support of Congress which has decisively acted on certain vital pieces of legislation including the elimination of DST on secondary trading, the SPV Law and the Asset Securitization Law.",positive
All of these measures will help spur the domestic capital market.,positive
The BSP has worked hard with other interested partners to get these laws enacted and we will continue to do so for other pending legislation that support capital market development.,positive
"Although much progress has already been made, the work is still far from over.",neutral
"The BSP will continue to push for more reforms in the financial system, specifically: (1) a special legislation to support a strong credit reporting system; (2) the enactment of a more balanced bankruptcy resolution framework; and (3) the enactment of the proposed changes to the BSP Charter to strengthen our ability to clean up the banking system and properly enforce prudential standards.",positive
We particularly attach great importance to the amendment of the BSP Charter.,neutral
"Unless we are able to properly police the banking system with sufficient powers, we will be constantly plagued by a vulnerable banking system.",negative
A vulnerable banking system will not be responsive to our financing needs.,negative
"And because banks play important roles in support of the capital market whether as investors, underwriters, managers, market makers, issuers and guarantors, a weak banking system will also hamper their development of the domestic capital market.",negative
Conclusion The financial sector reform agenda is a truly major task.,neutral
We need to move boldly across a broad front.,positive
Neither the BSP nor the government as a whole can do the job alone.,neutral
"We need to work together, the public and the private sector, to build a truly progressive financial system.",positive
Thank you very much.,neutral
I hope my remarks will stimulate a lively discussion that should move us to action.,neutral
"(Note: The Asset Forum, ASEAN Capital Markets Forum Series, October 20, 2004, Manila Peninsula Hotel, Makati City)",neutral
"Introduction Distinguished officers and members of the Bank Marketing Association of the Philippines (BMAP), follow bankers, ladies and gentlemen: good evening.",neutral
"I am deeply honored to take part in this celebration, marking BMAP's 30th year of upgrading bank-marketing practice in the country.",positive
"This year's theme of ""Customer service in the marketing mix of financial products"" rightly emphasizes the importance of banks' clients in influencing an institution's success.",neutral
"Consumer banking Over the last couple of years, the Philippine banking system has experienced strong growth in consumer banking services.",positive
"Credit card receivables for example, grew by an average 25.2 percent annually from 2000 to 2003.",positive
This has allowed more ordinary people without access to credit to now have access and on clean basis.,positive
"However, this growth has also come with a price in the form of increased volume of bad accounts.",negative
Many of the problems were traceable to the fact that some new cardholders did not really understand the obligations and responsibilities that came with them.,negative
"As a result, past due credit card accounts rose an average 40.4 percent, a pace much faster than the new ones granted.",negative
The number of credit card-related complaints also rose dramatically.,negative
It is in this regard that we should work hand in hand in channeling more efforts towards customer education and protection.,positive
"For its part, the Bangko Sentral ng Pilipinas (BSP) issued various regulations geared towards protecting both the industry and the public.",positive
"For instance, in 2002 we issued Circular No.",neutral
349 which significantly tightened rules on credit card and other lending operations by requiring banks and their subsidiary credit card companies to ascertain that cardholders are capable of fulfilling their commitments and by setting credit limits based on their net take home pay.,neutral
"Moreover, the BSP took a more proactive stand by creating the Consumer Education Committee in January of this year to help improve basic financial literacy.",positive
"I commend BMAP together with the Credit Card Association of the Philippines (CCAP), the Bankers Association of the Philippines (BAP), the Chamber of Thrift Banks (CTB) and the Rural Bankers Association of the Philippines (RBAP) for taking a similar stand and creating a multi-sectoral team for the conceptualization of a service code for consumer banking in the Philippines.",positive
Service code for consumer banking The service code that is expected to be out in the next quarter of this year is a voluntary code that sets minimum service standards to be observed by banks in the conduct of consumer banking services.,neutral
"It is aimed at strengthening relationships between banks and its clients, and promoting transparency for clients to have better understanding of what to expect from banking products and services.",positive
"Conclusion In closing, I strongly encourage everybody to support our initiatives to improve consumer banking in the Philippines.",positive
"Subscribing to the code will be advantageous to both you and your clients, and to the banking system as a whole.",positive
"At the end of the day, our banking industry, like any business, stands or falls on the goodwill of our customers.",neutral
"Again, congratulations and a pleasant evening to all!",neutral
"(Note: BMAP's 30th Anniversary, PRIME Magazine's 1st Year Anniversary & Launching of the Banking Code of the Philippines, Bank Marketing Association of the Philippines (BMAP), August 26, 2004, AIM, Makati City)",neutral
It is my pleasure to be invited to deliver this keynote speech in this 2 nd International Forum on Microfinance sponsored by INAFI Philippines.,neutral
I welcome this opportunity to share with you the progress that we have achieved thus far in promoting microfinance in the banking sector.,positive
"In year 2000, the BSP took up the challenge of promoting the development of sustainable microfinance.",neutral
"Since then we have focused on creating an enabling regulatory policy, supporting training and capacity building, drumming up support from potential practitioners, and strengthening working ties with other institutions for a broader microfinance network.",positive
"Through these various initiatives, the banking sector has been able to directly contribute to the growth of sustainable and viable microfinance institutions.",positive
"In our own little way, we have been able to make a positive transformational impact in the fight against poverty.",positive
"Translated into numbers, the banking system has so far provided a total of P2.9 billion microfinance loans to 485,136 micro-borrowers as of end-May 2004.",positive
"All in all, we have 2 microfinance-oriented thrift banks, 4 microfinance-oriented rural banks and 115 rural and cooperative rural banks with some level of microfinance operations that finance the credit requirements of the entrepreneurial poor (e-poor).",positive
"We anticipate further expansion in microfinance activities in the banking sector judging by the applications for microfinance-oriented banks that are currently in the pipeline, and by the number of banks that have expressed their intention to set up branches for their microfinance operations.",positive
"Even as we strongly encourage the establishment of more microfinance-oriented banks, our focus is not merely confined to statistics.",neutral
We also aim to provide the appropriate policy and regulatory environment for continued viability and sustainability of microfinance institutions.,positive
"Without sound financial and credit policies, microfinance can never be an effective intervention for poverty alleviation.",neutral
"With this goal in mind, we are building up on our current initiatives to mainstream microfinance within the BSP and the banking community.",positive
BSP microfinance agenda Creating an enabling policy and regulatory environment High on the list of BSP's agenda on microfinance is the continuous review of existing policies and regulatory guidelines to make them even more attuned to the growing needs of the microfinance sector.,positive
"We believe that with a well-defined vision and strategy for microfinance, we can easily identify and fully address the capacity development needs of microfinance players.",positive
"Initially, we have defined our policy agenda which is to encourage the establishment of new microfinance-oriented thrift and rural banks and the setting up of microfinance operations in existing banks.",positive
"Through this approach, the banking system can more effectively reach a larger number of e-poor.",positive
This would complement other microfinance delivery channels like credit cooperatives and NGOs that have their own strengths and weaknesses.,positive
Three important provisions in the General Banking Law (GBL) of 2000 formally authorized the BSP to fully support microfinance.,neutral
"In carrying out this mandate, we have drawn up a set of banking regulations that take into consideration the peculiarities of microfinance lending: cash flow-based, typically unsecured and short-term, high frequency collections, and often featuring group guarantee and other non-traditional forms of security.",neutral
"Specifically, the BSP has issued the following circulars: Circular 272 (January 2001) implements the provisions of Sections 40, 43 and 44 of the GBL and sets out the regulatory guidelines for engaging in microfinance.",neutral
Circular 273 prescribes additional requirements for licensing of microfinance-oriented banks.,neutral
This was issued primarily to encourage banks to adhere to best practices and high performance standards.,positive
Another requirement is for the organizers to have a good track record in microfinancing.,neutral
"As a minimum operational requirement, banks should have a loan tracking system in place that can adequately monitor and manage a microfinance portfolio.",neutral
The same circular also provided for the partial lifting of the moratorium on the opening of new thrift and rural banks and branches to allow the entry of microfinance-oriented banks.,positive
Circular 282 (April 2001) specifies the guidelines governing the rediscounting facility for microfinance loans of rural and cooperative banks.,neutral
"Circular 324, issued in 2002, expanded the coverage of the rediscounting facility to include thrift banks.",positive
"In relation to this, we have provided rediscounting for 26,966 micro-borrowers amounting to P219.5 million, as of end-July 2004.",positive
We have issued several other regulations to provide further incentive to banks to engage in microfinance in a sustainable and prudent manner.,positive
"These are: Circular 340, circular 365, and Circular 369 which further liberalized the rules and regulations for the establishment of bank branches provided these are microfinance-oriented.",positive
Circular 409 prescribes guidelines for the measurement of portfolio-at-risk and the respective provisioning requirements to ensure sound and prudential microfinance operations of banks.,positive
"To complement these regulatory initiatives, we are also strengthening our ability to supervise the activity of microfinance-oriented banks.",positive
We are currently finalizing revisions to the BSP manual of examination to incorporate microfinance operations.,positive
We have started to train a core group of bank examiners knowledgeable in microfinance operations.,positive
"We are also intensifying our efforts, in partnership with the national credit council, to set up a credible and comprehensive credit information bureau.",positive
"We have just completed the first phase of the project which we highly think will greatly benefit microfinance practitioners, in terms of promoting stronger credit discipline and reducing the risk of credit pollution.",positive
"Enhancing training and capacity building Another priority area in the BSP microfinance agenda is our continuing training and capacity building program for bank examiners, officers and employees, as well as the microfinance practitioners, in the banking sector.",positive
"This is being implemented through a series of trainings, workshops and study tours .",positive
"For the benefit of the banking sector, the BSP has begun incorporating microfinance into the basic rural and thrift banking courses .So far, these courses have already been offered to 1,500 participants .",positive
"In June 2004, we launched a series of seminars designed to educate banks on the importance of internal controls, performance standards and best practices for sound microfinance operations.",positive
"To further augment our capacity to effectively supervise microfinance activities within the banking sector, we have created a top-level microfinance committee to oversee BSP's microfinance initiatives.",positive
"Likewise, we have set up a microfinance unit within the BSP to implement and coordinate all microfinance activities.",positive
We are among the first central banks in the Asia-Pacific region with a permanent office dedicated to microfinance.,positive
Encouraging promotion and advocacy Our ongoing initiative on microfinance is also focused on promotion and advocacy.,positive
"In 2003, we launched a regional advocacy program where we conducted microfinance seminars in strategic regions in the country.",positive
"To date, we have been successful in conducting information seminars for a total of 1,350 participants in 9 regions across the country.",positive
"Our advocacy program is aimed at encouraging potential practitioners from the banking, cooperative and NGO sectors, as well as establishing links with corporations, foundations and international organizations that could lend support to existing microfinance institutions (MFIs) by way of technical assistance and other capacity development needs.",positive
All of these initiatives underscore BSP's strong commitment to promote the development of microfinance.,positive
"Concluding remarks Let me just point out that although the BSP's mandate is to focus on the banking sector, our involvement in microfinance extends beyond the banking community.",positive
"We are also interested in working with other microfinance practitioners and organizations, such as NGOs and credit cooperatives, so that together we can ensure the long-term viability and sustainability of microfinance.",positive
"Possible areas for collaboration include the transformation of non-bank MFIs into banks, development of a uniform set of standards, and the promotion of best practices for sustainable operations within banks, NGOs and cooperatives.",neutral
It is vital that we pool our resources if we are to achieve progress in this crusade against poverty.,neutral
"On that note, I would like to wish everyone a pleasant day and a meaningful discussion ahead.",neutral
Thank you.,neutral
"(Note: 2nd International Forum on Microfinance, INAFI-Philippines, August 25, 2004, PRRM Building, Quezon City)",neutral
"Ladies and gentlemen, good afternoon: 1.",neutral
"Introduction I have been asked, in my capacity as member of the Government's Economic Management Team, to speak to you today about the new tax initiatives of the Arroyo administration.",neutral
I can understand SEIPI's interest in the Administration's planned tax initiatives.,neutral
"Taxes, after all, are a part of business costs.",neutral
"And just as Keynes used to argue, there are only two great certainties in this world: death and taxes!",neutral
Your Government proposes to expand the tax base and increase tax collection.,neutral
This is the bad news.,negative
"The good news is that doing so, while admittedly painful in the short term, would arrest the incredibly large decline in the tax effort ratio and the significant climb in public sector debt.",positive
Let me cite a few numbers.,neutral
"The budget deficit of the National Government has been on a rising trend in the past decade, from less than 1 percent of GDP in 1995 to 5.2 percent of GDP in 2002.",negative
"This was driven in recent years by higher-than-programmed expenditures and, more importantly, revenue shortfalls due to below-target tax collections, changes or lack of changes in tax policy, and to some extent, reductions in the tariff duties on imports.",neutral
"[1] the overall result has been a rising level of Government debt, as the Government resorted to borrowing to compensate for the financing gap.",negative
The total stock of debt for the National Government alone has grown from P1.2 trillion or 61 percent of GDP in 1995 to P3.4 trillion or 77 percent in 2003.,negative
Such levels of fiscal deficit and public debt are generally considered to be high for an emerging economy like the Philippines.,negative
"Unless we can tame the fiscal deficit and reduce our public debt, our growth prospects for the medium term are significantly at risk.",negative
You would not want to see recession and reduced capacity of your Government to provide the general public with basic public goods and services!,negative
The message is clear.,neutral
"Reducing the fiscal deficit and public debt is the most urgent and critical task facing our country today, and raising fiscal revenues should be the Government's main strategy for achieving this.",positive
"It will enable the government to have enough funds for key budget items such as infrastructure, education, health and other basic services.",positive
"Infrastructure spending, in particular, is important for enhancing our international competitiveness and ability to achieve sustained growth over the medium term.",positive
"Closing the fiscal gap will also help raise the level of national saving, free up funds for investments, prevent a buildup of inflation expectations, reduce domestic interest rates, and restore investor confidence in the country's macroeconomic fundamentals.",positive
Let me clarify an important issue of tax administration.,neutral
"While we expand the tax base, we shall not stop intensifying tax administration.",positive
We shall address the issue of graft and corruption as much as we shall run after tax cheaters and evaders to plug the reportedly large tax leakage.,positive
"And so, with due apologies to my colleagues at the Department of Finance, let me now describe to you, in broad terms, the package of fiscal measures being planned by the government.",neutral
2,neutral
"Sustaining macroeconomic stability 2.1 medium-term objectives The new tax initiatives are best viewed as part of a broad, comprehensive package of fiscal measures aimed at the following objectives: (1) achieving a balanced NG budget in six years; (2) reducing the CPSD from more than 6 percent in 2003 to 3 percent of GDP in six years; (3) reducing the public sector debt in line with the NG deficit and CPSD reduction; and (4) meeting these objectives without sacrificing economic growth targets.",positive
"As I have indicated earlier, such goals require a two-pronged action plan that consists of, firstly, raising revenues through improved tax administration, adjustments in tax policies as well as new revenue measures, and secondly, controlling public spending through austerity measures, civil service reform, and better governance of GOCCs.",neutral
2.2 new tax policy measures Let me now run quickly through the new tax policy measures of the Government.,neutral
"The new measures consist of, firstly, legislative reforms designed to increase fiscal revenues and secondly, administrative reforms.",neutral
"The proposed amendments to existing tax laws are along the following lines: A two-step increase in the value-added tax (VAT) rate; Re-imposition of franchise tax on telecommunication companies; Adoption of a gross income tax system for corporations & business income-earning individuals; Rationalization of the system of fiscal incentives; Indexation of the excise tax on so-called ""sin products""; Granting of a general tax amnesty conditional on the submission of statements of assets, liabilities and net worth (SALN); Establishment of a lateral attrition system; and Increase of the excise tax on petroleum products.",neutral
These reforms are mainly designed to stem the leakages in the tax system that have weakened fiscal revenue-generation over the years.,positive
"Fiscal incentives, for example, will be rationalized on the basis of how much they actually contribute to new investments.",positive
"Meanwhile, the proposed indexation of excise taxes will address the decline in the real value of excise tax revenues due to inflation.",positive
"Such measures have long been proposed by fiscal experts and economists, and the economic team believes that they are quite overdue.",positive
"Proposed administrative tax reforms include the following: Upward adjustments in the fees and charges of government agencies; Increase in duty on petroleum products from 3 percent to 5 percent, through an executive order; and Other measures to enhance the revenue-generating potential of selected GOCCs, e.g.",neutral
"PEA, PAGCOR, etc.",neutral
These measures are expected to bring in some p10 billion in additional fiscal revenues.,positive
2.3 fiscal discipline measures The other half of the fiscal deficit problem is government spending.,neutral
"Fiscal authorities intend to bring fiscal expenditures under control through the following: (1) fiscal austerity measures, aimed at reducing non-essential expenditures; (2) civil service reform, aimed primarily at the rationalization of personnel services costs in the budget; and (3) improvement of management and control of the GOCCs and other government corporate entities (OGCEs).",positive
Proposed austerity measures include the abolition of inter-agency bodies not created by law; the giving of compensatory time-off for employees in lieu of overtime pay; the suspension of foreign and local travel; and the imposition of cost-cutting measures on utilities and supplies.,positive
Measures on civil service reforms begin with the issuance of executive orders to trim the bureaucracy.,neutral
"Functions that are either no longer relevant or redundant will be abolished, and employees will be offered a voluntary but time-bound separation scheme.",positive
"Authorities will also be submitting for Congress' approval a reengineering bill to reorganize the entire executive branch, including GOCCs, and offer the appropriate incentives to employees.",positive
Also in the pipeline are bills to rationalize the government compensation and retirement system.,positive
"The final item on the expenditure agenda is improvement of management and control of GOCCs, whose financial operations bear significantly on the public sector bottom line.",positive
An executive order is expected to be issued that will (1) improve oversight of GOCCs by their supervising departments or agencies as well as by the Office of the President; (2) establish a binding set of corporate duties and responsibilities for all presidential appointees to boards of GOCCs/ogces; and (3) impose a moratorium on the creation of subsidiary GOCCs pending an assessment of the operations of existing subsidiary GOCCs.,positive
3,neutral
"Concluding remarks In closing, I believe that our ability to reverse our poor fiscal position will be a key factor in determining the pace and sustainability of economic growth over the next several years.",positive
"Our ability to balance the budget and reduce our public borrowing will determine how much funds will be available for public investments, and how much resources will be allocated to key economic needs such as infrastructure, education and training, health services, and so on.",positive
A better fiscal performance will also be a key factor in strengthening investor confidence in the Philippine economy.,positive
"Concerns about the government's ability to manage the deficit partly prevents foreign capital flows, since investors think that the government may not have enough funds for the upgrading and maintenance of public infrastructure.",negative
"Good public infrastructure, after all, is a key ingredient to a sound business environment.",neutral
Reducing the public deficit to me is therefore one of the urgent and critical tasks for the government.,neutral
Raising revenues through tax initiatives is a crucial part of the strategy to bring the deficit under control.,positive
"Let us bear in mind, therefore, that the Government's tax initiatives are part of the Government's macroeconomic program to secure our economic growth prospects for the medium term.",positive
"The other pillars of this program is the reform of the power sector, the reform of the financial sector, including the development of the capital market, and buildup in infrastructure and external competitiveness.",positive
